"Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url"
2316,"PR","100 PSI Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,18.5,10.5,13.94,0.57,2,0.3,"sand","intertidal",0,NA,1,0,0,0,0,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
2317,"PR","100 PSI Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,18.5,11,14.27,0.59,2,0.4,"sand","intertidal",1,NA,0,0,0,0,1,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
2318,"PR","100 PSI Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,19,11,14.46,0.58,3,0.25,"sand","intertidal",1,NA,0,0,0,0,1,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
2319,"PR","150mg/L TC Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,22,12,16.25,0.55,3.5,0.3,"sand","intertidal",1,NA,0,0,0,0,0,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
2320,"PR","150mg/L TC Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,19,11,14.46,0.58,2.5,0.3,"sand","intertidal",0,NA,0,0,0,1,1,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
2321,"PR","150mg/L TC Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,20,11,14.83,0.55,3,0.3,"sand","intertidal",0,NA,1,0,0,0,0,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
2322,"PR","150mg/L TC Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,24,12,16.97,0.5,12,0.3,"sand","intertidal",0,NA,1,0,0,0,1,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,NA,NA,"no",NA
2323,"PR","150mg/L TC Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,23,13,17.29,0.57,3,0.3,"sand","intertidal",1,NA,0,0,0,0,1,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
2324,"PR","300 PSI Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,21,12,15.87,0.57,2.5,0.3,"sand","intertidal",1,NA,0,0,0,0,1,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
2325,"PR","300 PSI Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,20,11.5,15.17,0.58,3,0.3,"sand","intertidal",1,NA,1,0,0,0,1,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
2326,"PR","300 PSI Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,20,12,15.49,0.6,2.5,0.4,"sand","intertidal",1,NA,0,0,0,0,1,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
2327,"PR","300 PSI Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,19,11,14.46,0.58,2,0.3,"sand","intertidal",1,NA,0,0,0,0,1,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
2328,"PR","300 PSI Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,"32.76","-117.25","Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,21,12,15.87,0.57,2.5,0.3,"sand","intertidal",1,NA,0,0,0,0,1,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
2782,"SBNHM","439","Fullerton","Southern California Bight","San Diego","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large","33.43","-118.51","Anthropocene",NA,1960,1964,"Fall",11,16.02046,1.424165,8.69,5.08,6.64,0.59,1.14,0.2,NA,NA,0,0,0,0,0,0,0,0,0,0,276.0714,429.1152,28,3.260507,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2783,"SBNHM","439","Fullerton","Southern California Bight","San Diego","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large","33.43","-118.51","Anthropocene",NA,1960,1964,"Fall",11,16.02046,1.424165,13.06,7.59,9.96,0.58,1.88,0.22,NA,NA,0,0,0,0,0,0,0,0,0,0,276.0714,429.1152,28,3.260507,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2784,"SBNHM","439","Fullerton","Southern California Bight","San Diego","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large","33.43","-118.51","Anthropocene",NA,1960,1964,"Fall",11,16.02046,1.424165,18.13,9.7,13.26,0.54,2.33,0.44,NA,NA,0,0,0,0,0,0,0,0,0,0,276.0714,429.1152,28,3.260507,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2785,"SBNHM","439","Fullerton","Southern California Bight","San Diego","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large","33.43","-118.51","Anthropocene",NA,1960,1964,"Fall",11,16.02046,1.424165,18.57,10.16,13.74,0.55,2.42,0.35,NA,NA,0,0,0,0,0,0,0,0,0,0,276.0714,429.1152,28,3.260507,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2786,"SBNHM","439","Fullerton","Southern California Bight","San Diego","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large","33.43","-118.51","Anthropocene",NA,1960,1964,"Fall",11,16.02046,1.424165,18.34,10.35,13.78,0.56,2.44,0.51,NA,NA,0,0,0,0,0,0,0,0,0,0,276.0714,429.1152,28,3.260507,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2787,"SBNHM","439","Fullerton","Southern California Bight","San Diego","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large","33.43","-118.51","Anthropocene",NA,1960,1964,"Fall",11,16.02046,1.424165,20.85,11.52,15.5,0.55,2.69,0.27,NA,NA,0,0,0,0,0,0,0,0,0,0,276.0714,429.1152,28,3.260507,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2699,"PR","MX 0.5 km SU 17 Gland","Ul-Hasan","Southern California Bight","Baja California","Coastal","NBC","Puerto Nuevo: Minor Outlet",NA,NA,"32.25","-116.95","Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,20,11,14.83,0.55,3,0.3,"rocky reef or intertidal","intertidal",0,NA,0,0,0,0,1,0,0,0,65.58333,48.49828,24,0.6126327,NA,NA,NA,NA,0,NA,1258.630005,NA,"no",NA
2700,"PR","MX 0.5 km SU 17 Gland","Ul-Hasan","Southern California Bight","Baja California","Coastal","NBC","Puerto Nuevo: Minor Outlet",NA,NA,"32.25","-116.95","Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,24,14,18.33,0.58,2.5,0.2,"rocky reef or intertidal","intertidal",0,NA,0,0,0,0,1,0,0,0,65.58333,48.49828,24,0.6126327,NA,NA,NA,NA,0,NA,1258.630005,NA,"no",NA
2701,"PR","MX 0.5 km SU 17 Gland","Ul-Hasan","Southern California Bight","Baja California","Coastal","NBC","Puerto Nuevo: Minor Outlet",NA,NA,"32.25","-116.95","Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,23,13,17.29,0.57,3,0.3,"rocky reef or intertidal","intertidal",0,NA,0,0,0,0,0,0,0,0,65.58333,48.49828,24,0.6126327,NA,NA,NA,NA,0,NA,1258.630005,NA,"no",NA
2702,"PR","MX 0.5 km SU 17 Gland","Ul-Hasan","Southern California Bight","Baja California","Coastal","NBC","Puerto Nuevo: Minor Outlet",NA,NA,"32.25","-116.95","Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,19,12,15.1,0.63,2,0.2,"rocky reef or intertidal","intertidal",0,NA,0,0,0,0,0,0,0,0,65.58333,48.49828,24,0.6126327,NA,NA,NA,NA,0,NA,1258.630005,NA,"no",NA
2703,"PR","MX 0.5 km SU 17 Gland","Ul-Hasan","Southern California Bight","Baja California","Coastal","NBC","Puerto Nuevo: Minor Outlet",NA,NA,"32.25","-116.95","Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,22,2,6.63,0.09,2.5,0.3,"rocky reef or intertidal","intertidal",0,NA,0,0,0,0,0,0,0,0,65.58333,48.49828,24,0.6126327,NA,NA,NA,NA,0,NA,NA,NA,"no",NA
2978,"SIO","M1692","Haugsness","Southern California Bight","San Diego","Coastal","SLA","San Onofre","Los Angeles",NA,"33.37","-117.56","Anthropocene",NA,1970,1979,"Fall",12,16.25031,1.935527,12.64,8.02,10.07,0.63,1.5,0.13,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,189.8864,390.8455,405,3.410698,NA,NA,NA,NA,NA,NA,0.12229,0.12229,"no",NA
2979,"SIO","M1692","Haugsness","Southern California Bight","San Diego","Coastal","SLA","San Onofre","Los Angeles",NA,"33.37","-117.56","Anthropocene",NA,1970,1979,"Fall",12,16.25031,1.935527,14.69,9.21,11.63,0.63,1.56,0.37,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,189.8864,390.8455,405,3.410698,NA,NA,NA,NA,NA,NA,0.12229,0.12229,"no",NA
2980,"SIO","M1692","Haugsness","Southern California Bight","San Diego","Coastal","SLA","San Onofre","Los Angeles",NA,"33.37","-117.56","Anthropocene",NA,1970,1979,"Fall",12,16.25031,1.935527,14.4,9.27,11.55,0.64,1.84,0.2,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,189.8864,390.8455,405,3.410698,NA,NA,NA,NA,NA,NA,0.12229,0.12229,"no",NA
2981,"SIO","M1692","Haugsness","Southern California Bight","San Diego","Coastal","SLA","San Onofre","Los Angeles",NA,"33.37","-117.56","Anthropocene",NA,1970,1979,"Fall",12,16.25031,1.935527,14.65,8.64,11.25,0.59,1.87,0.23,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,189.8864,390.8455,405,3.410698,NA,NA,NA,NA,NA,NA,0.12229,0.12229,"no",NA
2788,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large","33.37","-118.34","Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,23.86,14.88,18.84,0.62,0.72,0.54,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2789,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large","33.37","-118.34","Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,19.34,11.73,15.06,0.61,1.6,0.29,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2790,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large","33.37","-118.34","Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,18.9,9.85,13.64,0.52,1.65,0.26,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2791,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large","33.37","-118.34","Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,24.79,13.13,18.04,0.53,1.91,0.68,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2792,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large","33.37","-118.34","Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,13.68,8.5,10.78,0.62,1.96,0.24,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2793,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large","33.37","-118.34","Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,17.96,10.67,13.84,0.59,2.12,0.26,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2794,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large","33.37","-118.34","Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,16.71,8.94,12.22,0.54,2.12,0.48,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2795,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large","33.37","-118.34","Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,14.43,8.84,11.29,0.61,2.13,0.18,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2796,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large","33.37","-118.34","Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,17.6,9.83,13.15,0.56,2.15,0.42,NA,"subtidal",0,0,0,0,0,0,1,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2797,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large","33.37","-118.34","Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,17.52,8.7,12.35,0.5,2.21,0.24,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2798,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large","33.37","-118.34","Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,18.13,10.6,13.86,0.59,2.37,0.18,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
2799,"SBNHM","2234","King","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Gallagher","CAT","Large","33.37","-118.34","Anthropocene",NA,1960,1964,NA,NA,16.02046,1.424165,15.3,8.98,11.72,0.59,2.37,0.3,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,227.8841,406.2454,371,3.682849,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA
